timestamp,elapsed_sec,CC,RC,SC,CC_avg,RC_avg,SC_avg,ΔCC,ΔRC,ΔSC
1768977030.8573895,0.2272017002105713,55,80,59,,,,,,
1768977030.9207957,0.2906069755554199,55,80,58,,,,,,
1768977030.986036,0.35684728622436523,54,80,58,,,,,,
1768977031.0519595,0.42277073860168457,54,80,58,,,,,,
1768977031.1218412,0.49165797233581543,54,80,58,,,,,,
1768977031.1861384,0.5559563636779785,54,80,59,,,,,,
1768977031.2544372,0.6252484321594238,54,80,59,,,,,,
1768977031.3214116,0.6912326812744141,54,80,58,,,,,,
1768977031.384412,0.7542250156402588,54,81,57,,,,,,
1768977031.4453745,0.816185712814331,54,81,57,,,,,,
1768977031.5197945,0.8896048069000244,54,81,58,,,,,,
1768977031.5898163,0.959261417388916,55,80,59,,,,,,
1768977031.6622226,1.0320382118225098,54,80,58,,,,,,
1768977031.7414474,1.1112596988677979,54,81,57,,,,,,
1768977031.820368,1.190173625946045,54,81,58,,,,,,
1768977031.896392,1.2662091255187988,54,81,58,,,,,,
1768977031.9779754,1.3487865924835205,54,81,58,,,,,,
1768977032.0524147,1.4232258796691895,54,81,58,,,,,,
1768977032.13277,1.5025815963745117,54,81,57,,,,,,
1768977032.2112534,1.5810637474060059,54,81,57,,,,,,
1768977032.292663,1.6624741554260254,54,81,57,,,,,,
1768977032.3538983,1.7237095832824707,54,81,58,,,,,,
1768977032.4142776,1.7840933799743652,54,80,58,,,,,,
1768977032.490833,1.8606438636779785,54,81,58,,,,,,
1768977032.5686367,1.9384500980377197,54,81,58,,,,,,
1768977032.65138,2.0206358432769775,54,80,59,,,,,,
1768977032.7138562,2.084667444229126,54,80,58,,,,,,
1768977032.788821,2.158632755279541,54,81,57,,,,,,
1768977032.864081,2.2338972091674805,55,82,57,,,,,,
1768977032.9446292,2.3154404163360596,54,81,58,,,,,,
1768977033.0213695,2.391178846359253,54,81,58,,,,,,
1768977033.1021044,2.4719152450561523,54,81,57,,,,,,
1768977033.1755922,2.5454013347625732,54,81,58,,,,,,
1768977033.239861,2.6096765995025635,54,80,58,,,,,,
1768977033.3184676,2.688279628753662,54,81,57,,,,,,
1768977033.396316,2.7661328315734863,54,81,57,,,,,,
1768977033.4743907,2.8441965579986572,54,79,59,,,,,,
1768977033.5508692,2.921680450439453,54,79,59,,,,,,
1768977033.6184068,2.98921799659729,54,80,59,,,,,,
1768977033.694322,3.0641369819641113,54,80,58,,,,,,
1768977033.7696853,3.139493227005005,54,80,58,,,,,,
1768977033.8550148,3.224830389022827,54,80,58,,,,,,
1768977033.9260986,3.296909809112549,54,80,59,,,,,,
1768977034.001677,3.3714873790740967,54,80,59,,,,,,
1768977034.0693548,3.439166784286499,54,79,59,,,,,,
1768977034.1483514,3.5180680751800537,54,80,59,,,,,,
1768977034.2298172,3.599700450897217,54,80,59,,,,,,
1768977034.3075793,3.6773629188537598,54,79,59,,,,,,
1768977034.3845956,3.7554068565368652,54,79,59,,,,,,
1768977034.460565,3.8304433822631836,54,79,60,,,,,,
1768977034.527034,3.896768569946289,54,79,60,,,,,,
1768977034.58904,3.9588513374328613,54,79,60,,,,,,
1768977034.6543655,4.024212598800659,54,79,60,,,,,,
1768977034.714924,4.0847392082214355,54,79,60,,,,,,
1768977034.77571,4.145522594451904,54,79,60,,,,,,
1768977034.8406763,4.211487531661987,54,79,60,,,,,,
1768977034.9034913,4.2743024826049805,54,79,60,,,,,,
1768977034.9647138,4.334525108337402,54,79,59,,,,,,
1768977035.0289285,4.398818254470825,54,78,60,,,,,,
1768977035.0940747,4.463874578475952,55,78,60,,,,,,
1768977035.1525369,4.5223705768585205,55,79,60,,,,,,
1768977035.2152379,4.585055589675903,54,79,60,,,,,,
1768977035.2781453,4.647961616516113,54,78,60,,,,,,
1768977035.3409922,4.71080207824707,55,78,61,,,,,,
1768977035.4046338,4.774447441101074,55,77,62,,,,,,
1768977035.4672878,4.837102651596069,54,78,60,,,,,,
1768977035.5270982,4.8969080448150635,54,78,60,,,,,,
1768977035.5902743,4.9600865840911865,54,78,61,,,,,,
1768977035.6542342,5.024044513702393,54,79,59,,,,,,
1768977035.7162838,5.086097002029419,54,79,59,,,,,,
1768977035.7809389,5.151750087738037,54,79,60,,,,,,
1768977035.843581,5.2133948802948,54,79,59,,,,,,
1768977035.9061656,5.275981187820435,54,79,60,,,,,,
1768977035.9712164,5.341034412384033,54,78,60,,,,,,
1768977036.029786,5.400597333908081,54,79,60,,,,,,
1768977036.091211,5.461022615432739,54,79,59,,,,,,
1768977036.157247,5.527056694030762,54,78,61,,,,,,
1768977036.2191923,5.589012145996094,55,77,62,,,,,,
1768977036.2827625,5.652560472488403,55,77,62,,,,,,
1768977036.3466635,5.716477632522583,54,79,60,,,,,,
1768977036.405646,5.775460481643677,54,78,60,,,,,,
1768977036.4661527,5.8359644412994385,54,78,60,,,,,,
1768977036.5328557,5.902666091918945,54,80,59,,,,,,
1768977036.5933614,5.964172601699829,54,80,58,,,,,,
1768977036.6553688,6.026180028915405,54,80,59,,,,,,
1768977036.7185402,6.0883448123931885,54,79,60,,,,,,
1768977036.7734036,6.143218040466309,55,79,60,,,,,,
1768977036.8439083,6.213736057281494,55,79,59,,,,,,
1768977036.899858,6.270669221878052,54,79,59,,,,,,
1768977036.9675417,6.336914777755737,54,79,59,,,,,,
1768977037.0334249,6.403238296508789,54,81,58,,,,,,
1768977037.087774,6.457585334777832,54,80,59,,,,,,
1768977037.1487417,6.518552303314209,55,78,61,,,,,,
1768977037.215585,6.585402727127075,55,78,62,,,,,,
1768977037.2831194,6.653076648712158,55,78,61,,,,,,
1768977037.3485286,6.718343019485474,55,79,60,,,,,,
1768977037.4248557,6.794743537902832,55,79,60,,,,,,
1768977037.4805512,6.850362300872803,55,79,60,,,,,,
1768977037.545128,6.9159393310546875,55,79,60,,,,,,
1768977037.6049519,6.974764585494995,55,78,61,,,,,,
1768977037.6640549,7.034866094589233,56,78,61,,,,,,
1768977037.7341049,7.104916095733643,55,78,61,,,,,,
1768977037.7934413,7.163257598876953,55,78,61,,,,,,
1768977037.85236,7.223171234130859,56,79,60,,,,,,
1768977037.9208007,7.291611909866333,55,79,60,,,,,,
1768977037.9876351,7.358446359634399,55,79,60,,,,,,
