timestamp,elapsed,CC,RC,SC,CC_avg,RC_avg,SC_avg,ΔCC,ΔRC,ΔSC
1768812293.9446585,1.9655492305755615,8.157280826237391,91.84271917376269,82.65844725840371,,,,,,
1768812295.5046263,3.525516986846924,14.075501890953591,85.92449810904647,77.33204830016452,,,,,,
1768812297.0611591,5.08104944229126,14.352500436950681,85.64749956304942,77.0827496087674,,,,,,
1768812298.6311653,6.652055978775024,8.3650585464398,91.63494145356016,82.47144731022175,,,,,,
1768812300.1890998,8.209990501403809,8.239356743948813,91.76064325605131,82.58457893246351,,,,,,
1768812301.7501304,9.771021127700806,7.418291717930781,92.58170828206919,83.32353745587899,,,,,,
1768812303.2864745,11.30736517906189,13.885476519464028,86.11452348053598,77.50307113450495,,,,,,
1768812304.8327758,12.853666543960571,7.987458162816127,92.01254183718402,82.8112876554827,,,,,,
1768812306.3764818,14.397372484207153,8.448766255924932,91.55123374407495,82.3961103716852,,,,,,
1768812307.9354572,15.956347942352295,8.338098534930376,91.6619014650696,82.49571132058018,,,,,,
1768812309.5031831,17.524073839187622,14.279261561029303,85.72073843897063,77.14866459709657,,,,,,
1768812311.0645497,19.085440397262573,1.8867958355102408,98.11320416448984,88.30188375005247,,,,,,
1768812312.6082509,20.629141569137573,7.718337337020058,92.28166266297994,83.05349639869891,,,,,,
1768812314.1492388,22.169129371643066,7.668780267627219,92.33121973237277,83.09809776115245,,,,,,
1768812315.7093492,23.730239868164062,13.816892068982622,86.1831079310173,77.56479713993816,,,,,,
1768812317.2496846,25.269574403762817,8.092635167717509,91.90736483228252,82.71662835107155,,,,,,
1768812318.803157,26.824047803878784,8.170902284649468,91.8290977153506,82.64618794583286,,,,,,
1768812320.387543,28.40843367576599,8.231537486214284,91.76846251378568,82.59161626442459,,,,,,
1768812321.941451,29.962341785430908,8.23262031439561,91.76737968560448,82.5906417190614,,,,,,
1768812323.5724595,31.593350172042847,8.276486835099004,91.72351316490095,82.55116185042837,,,,,,
1768812325.2695243,33.29041504859924,8.143803205622863,91.85619679437704,82.67057711695678,,,,,,
1768812326.8618984,34.88278913497925,8.308716577160865,91.69128342283912,82.52215508257274,,,,,,
1768812328.4184916,36.43938231468201,2.900779050708362,97.0992209492916,87.38929885637508,,,,,,
1768812332.7767444,40.797635078430176,14.582695113465212,85.41730488653494,76.87557439990452,,,,,,
1768812336.9667664,44.98765707015991,8.496354323662677,91.50364567633744,82.35328111072128,,,,,,
1768812340.7728755,48.79276633262634,8.579900643518833,91.42009935648107,82.27808942285081,,,,,,
1768812344.8692367,52.890127420425415,14.944832415432428,85.05516758456768,76.54965082813436,,,,,,
1768812348.4155126,56.43640327453613,8.419485015268439,91.58051498473156,82.42246348827601,,,,,,
1768812352.6965592,60.71744990348816,2.3148146048038454,97.68518539519609,87.91666685768861,,,,,,
1768812356.7764993,64.79738998413086,15.077439039881638,84.92256096011839,76.43030486613019,,,,,,
1768812361.0458188,69.06571316719055,8.787334569680441,91.21266543031967,82.09139888930555,,,,,,
1768812365.238255,73.25813817977905,8.679646229168972,91.32035377083099,82.18831839576576,,,,,,
1768812369.2472675,77.26815819740295,8.703819992725448,91.29618000727464,82.16656200856495,,,,,,
1768812373.44703,81.46792078018188,15.307538120360086,84.69246187963994,76.2232156936998,,,,,,
1768812377.5616484,85.58253908157349,8.777115288750998,91.22288471124907,82.10059624214203,,,,,,
1768812381.7566574,89.77754807472229,8.786616752300313,91.21338324769977,82.09204492494766,,,,,,
1768812385.7504663,93.77135705947876,15.558830432668113,84.441169567332,75.9970526126228,,,,,,
1768812389.7227268,97.74261736869812,21.404169776645283,78.59583022335475,70.73624720304868,,,,,,
1768812393.9554112,101.97630190849304,15.25612362306161,84.74387637693832,76.26948874126836,,,,,,
1768812398.0832577,106.10314798355103,8.973405203182958,91.02659479681712,81.92393531915346,,,,,,
1768812402.2592566,110.27914834022522,9.082430474670746,90.91756952532927,81.82581257481453,,,,,,
1768812406.5442328,114.56512355804443,9.067773783223567,90.93222621677646,81.83900359711697,,,,,,
1768812410.7535424,118.77443313598633,9.024680723957369,90.97531927604261,81.87778735045652,,,,,,
1768812414.9818356,123.00172567367554,21.698348659393247,78.3016513406067,70.47148620857577,,,,,,
1768812419.042544,127.06343460083008,15.906440413438414,84.09355958656161,75.68420362992984,,,,,,
1768812423.00049,131.02038025856018,22.075229699944106,77.92477030005585,70.13229327208035,,,,,,
1768812427.2746146,135.29550528526306,15.786789257750755,84.21321074224915,75.79188967004863,,,,,,
1768812431.6423242,139.6622154712677,15.9174844134183,84.08251558658164,75.67426402994796,,,,,,
1768812435.8547468,143.87563753128052,9.592817835978172,90.40718216402182,81.36646394963833,,,,,,
1768812440.1385908,148.15948152542114,15.730135933680597,84.26986406631943,75.84287766171173,,,,,,
1768812441.78773,149.80862069129944,15.741744893537541,84.25825510646257,75.83242959784047,,,,,,
1768812443.3537426,151.37463331222534,16.346112508684804,83.65388749131526,75.2884987442085,,,,,,
1768812444.9609282,152.98181891441345,22.667924310963638,77.33207568903629,69.59886812216331,,,,,,
1768812446.5861387,154.6070294380188,22.200899156805658,77.79910084319434,70.01919076090506,,,,,,
1768812448.1504827,156.17137336730957,16.05153798319491,83.9484620168051,75.55361581714914,,,,,,
1768812449.7155957,157.73648643493652,16.7974432170053,83.20255678299469,74.88230110672046,11.814505237501944,88.18549476249808,79.36694528826894,1.713173543758435,-1.713173543758458,-1.5418561893810505
